LYLTY_CARD_NBR,TOT_SALES,PURCHASE_FREQUENCY,CLUSTER
23228,46.6,7,1
23229,47.2,6,0
23230,29.4,5,0
23231,61.4,8,1
23232,32.9,5,0
23233,45.6,5,0
23234,30.0,4,0
23235,66.4,8,1
23236,57.199999999999996,7,1
23237,38.6,5,0
23238,34.0,6,0
23239,42.2,8,1
23240,39.1,7,0
23241,47.6,8,1
23242,47.9,7,1
23243,13.0,2,2
23244,64.6,8,1
23245,54.6,9,1
23246,47.0,7,1
23247,45.2,7,1
23248,16.8,3,2
23249,36.0,5,0
23250,30.8,5,0
23251,43.2,6,0
23252,37.6,6,0
23253,23.2,3,0
23254,9.4,2,2
24000,15.600000000000001,3,2
24001,22.0,4,0
24002,65.4,9,1
24003,30.4,4,0
24004,42.5,8,1
24005,41.4,6,0
24006,15.2,2,2
24007,70.8,9,1
24008,47.6,8,1
24009,50.199999999999996,8,1
24010,42.800000000000004,6,0
24011,77.4,10,1
24012,34.8,5,0
24013,43.2,6,0
24014,27.6,4,0
24015,43.6,6,0
24016,66.60000000000001,9,1
24017,70.6,9,1
24018,10.6,2,2
24019,86.6,13,1
24020,20.2,4,0
24021,28.0,5,0
24022,29.0,4,0
24023,62.8,9,1
24024,43.900000000000006,6,0
24025,57.0,7,1
24026,12.5,2,2
24027,19.200000000000003,4,0
24028,13.399999999999999,2,2
24029,17.200000000000003,2,2
24030,64.6,9,1
24031,32.6,4,0
24032,49.2,6,0
24033,43.4,9,1
24034,78.2,11,1
24035,19.8,4,0
24036,38.8,5,0
24037,51.6,7,1
24038,35.0,5,0
24039,13.399999999999999,2,2
24040,24.8,5,0
24041,10.8,2,2
24042,17.4,2,2
24043,26.2,5,0
24044,16.6,3,2
24045,39.8,6,0
24046,45.8,6,0
24047,60.5,10,1
24048,10.4,2,2
24049,24.4,4,0
24050,39.8,6,0
24051,11.8,2,2
24052,42.0,5,0
24053,42.300000000000004,7,1
24054,51.1,9,1
24055,58.2,10,1
24056,28.6,6,0
24057,69.60000000000001,10,1
24058,43.8,6,0
24059,18.4,3,2
24060,55.5,7,1
24061,16.2,2,2
24062,52.2,7,1
24063,27.2,5,0
24064,27.799999999999997,4,0
24065,33.8,6,0
24066,23.2,3,0
24067,46.2,6,0
24068,22.8,3,0
24069,50.4,5,0
24070,36.4,4,0
24071,49.0,5,0
24072,17.200000000000003,3,2
24073,27.6,3,0
24074,40.0,6,0
24075,34.8,4,0
24076,27.8,5,0
24077,39.6,6,0
24078,43.0,7,1
24079,51.0,6,1
24080,10.2,1,2
24081,46.2,5,0
24082,36.2,6,0
24083,67.8,11,1
24084,42.0,7,1
24085,39.2,5,0
24086,19.4,3,2
24087,51.0,9,1
24088,65.4,8,1
24089,26.2,3,0
24090,28.6,4,0
24091,31.4,4,0
24092,44.8,7,1
24093,41.6,6,0
24094,45.8,6,0
24095,46.7,4,0
24096,43.199999999999996,6,0
24097,44.6,8,1
24098,65.4,10,1
24099,20.6,3,2
24100,38.0,6,0
24101,9.0,2,2
24102,30.0,4,0
24103,36.0,6,0
24104,65.4,8,1
24105,32.4,3,0
24106,68.8,9,1
24107,39.4,7,0
24108,51.400000000000006,7,1
24109,19.0,4,0
24110,38.6,7,0
24111,31.2,4,0
24112,43.8,6,0
24113,50.0,8,1
24114,22.8,3,0
24115,31.599999999999998,4,0
24116,78.8,11,1
24117,52.6,7,1
24118,59.4,8,1
24119,33.6,5,0
24120,20.0,3,2
24121,29.2,5,0
24122,51.400000000000006,7,1
24123,48.2,7,1
24124,14.4,2,2
24125,27.8,4,0
24126,61.8,9,1
24127,50.7,8,1
24128,49.0,7,1
24129,68.0,11,1
24130,55.5,8,1
24131,50.3,8,1
24132,17.4,3,2
24133,63.8,11,1
24134,11.8,3,2
24135,61.6,8,1
24136,88.0,13,1
24137,50.6,7,1
24138,20.6,2,2
24139,6.2,1,2
24140,53.4,8,1
24141,71.0,9,1
24142,32.4,5,0
24143,46.8,6,0
24144,70.1,10,1
24145,34.8,5,0
24146,42.2,6,0
24147,48.2,6,0
24148,35.6,5,0
24149,23.0,4,0
24150,53.0,6,1
24151,20.0,3,2
24152,68.8,10,1
24153,34.8,4,0
24154,15.2,2,2
24155,49.0,6,0
24156,36.0,5,0
24157,41.9,7,1
24158,81.4,12,1
24160,12.6,2,2
24161,37.0,6,0
24162,49.1,7,1
24163,72.8,8,1
24164,44.6,6,0
24165,16.0,3,2
24166,26.0,4,0
24167,58.0,8,1
24168,10.100000000000001,2,2
24169,29.2,4,0
24170,48.2,8,1
24171,24.4,3,0
24172,45.8,6,0
24173,22.0,3,0
24174,68.4,11,1
24175,43.8,7,1
24176,52.0,7,1
24177,17.4,3,2
24178,33.2,4,0
24179,13.6,3,2
24180,38.0,6,0
24181,7.4,1,2
24182,43.4,6,0
24183,22.0,4,0
24184,55.8,7,1
24185,37.0,6,0
24186,52.0,9,1
24187,41.4,6,0
24188,46.0,6,0
24189,37.8,7,0
24190,72.2,10,1
24191,25.8,5,0
24192,27.799999999999997,4,0
24193,43.300000000000004,6,0
24194,43.0,5,0
24195,41.6,5,0
24196,32.4,5,0
24197,23.4,3,0
24198,22.200000000000003,3,0
24199,63.0,9,1
24200,65.0,10,1
24201,67.1,11,1
24202,17.2,4,0
24203,37.2,5,0
24204,33.0,5,0
24205,18.200000000000003,3,2
24206,42.0,5,0
24207,21.400000000000002,4,0
24208,43.4,7,1
24209,26.700000000000003,5,0
24210,18.2,3,2
24211,39.800000000000004,6,0
24212,34.8,6,0
24213,12.0,2,2
24214,34.8,5,0
24215,38.6,7,0
24216,85.2,11,1
24217,15.0,2,2
24218,67.0,10,1
24219,45.2,9,1
24220,59.2,9,1
24221,42.8,6,0
24222,30.0,3,0
24223,45.4,7,1
24224,41.8,5,0
24225,34.2,5,0
24226,34.6,7,0
24227,5.8,1,2
24228,34.4,6,0
24229,56.4,8,1
24230,37.0,5,0
24231,31.6,4,0
24232,44.0,6,0
24233,27.6,5,0
24234,53.0,8,1
25000,8.8,1,2
25002,42.400000000000006,5,0
25004,24.4,3,0
25005,10.2,1,2
25006,16.200000000000003,2,2
25008,8.4,1,2
25010,31.6,4,0
25011,28.0,3,0
25012,10.2,1,2
25013,18.5,1,2
25014,16.8,2,2
25015,35.2,4,0
25016,33.2,4,0
25017,15.2,2,2
25018,7.8,1,2
25019,7.6,1,2
25020,8.4,1,2
25021,22.6,3,0
25022,27.8,3,0
25023,16.0,2,2
25025,8.4,1,2
25026,7.6,1,2
25027,24.2,3,0
25028,13.0,1,2
25030,19.4,2,2
25031,9.2,1,2
25032,10.8,1,2
25035,20.6,2,2
25036,15.399999999999999,2,2
25037,7.6,1,2
25038,7.4,1,2
25039,16.6,2,2
25040,7.6,1,2
25041,15.399999999999999,2,2
25042,15.0,2,2
25043,30.0,3,0
25044,23.8,3,0
25045,10.8,1,2
25046,21.0,2,2
25047,19.200000000000003,2,2
25048,18.4,2,2
25051,7.4,1,2
25052,11.8,1,2
25053,10.2,1,2
25056,39.6,4,0
25057,7.2,1,2
25058,15.8,2,2
25059,18.4,2,2
25060,16.6,2,2
25061,7.4,1,2
25062,18.4,2,2
25063,18.8,2,2
25065,23.4,3,0
25066,24.4,3,0
25067,24.6,3,0
25068,19.0,2,2
25069,15.2,2,2
25071,16.4,2,2
25073,8.4,1,2
25074,26.2,3,0
25075,29.8,3,0
25076,8.4,1,2
25077,16.200000000000003,2,2
25078,46.8,5,0
25079,19.200000000000003,2,2
25080,7.4,1,2
25082,7.4,1,2
25085,27.799999999999997,3,0
25086,45.8,5,0
25087,16.6,2,2
25089,11.8,1,2
25090,26.6,3,0
25091,10.8,1,2
25092,34.0,4,0
25093,24.6,3,0
25094,23.9,3,0
25095,7.4,1,2
25096,37.0,4,0
25097,10.8,1,2
25098,11.4,1,2
25099,9.2,1,2
25100,6.6,1,2
25101,10.8,1,2
25104,16.2,2,2
25105,5.7,1,2
25106,9.2,1,2
25107,7.6,1,2
25108,14.0,2,2
25109,39.2,4,0
25110,29.0,3,0
25112,31.200000000000003,4,0
25113,7.6,1,2
25114,16.200000000000003,2,2
25118,17.4,2,2
25119,8.8,1,2
25120,18.200000000000003,2,2
25121,17.6,2,2
25122,31.4,3,0
25124,7.4,1,2
25125,7.8,1,2
25126,15.0,2,2
25127,17.4,2,2
25128,9.2,1,2
25129,17.6,2,2
25130,9.2,1,2
25131,9.2,1,2
25132,7.4,1,2
25133,7.4,1,2
25134,7.6,1,2
25135,7.2,1,2
25137,10.8,1,2
25138,7.4,1,2
25139,18.0,2,2
25141,7.4,1,2
25142,16.200000000000003,2,2
25143,19.4,2,2
25144,18.6,2,2
25145,25.599999999999998,3,0
25146,78.0,8,1
25148,28.400000000000002,3,0
25150,22.2,3,0
25151,7.4,1,2
25152,7.6,1,2
25155,32.4,3,0
25156,6.6,1,2
25157,15.0,2,2
25158,9.2,1,2
25161,7.6,1,2
25162,9.2,1,2
25163,20.0,2,2
25164,17.6,2,2
25165,31.300000000000004,4,0
25167,8.8,1,2
25168,28.8,3,0
25170,34.2,4,0
25171,14.399999999999999,2,2
25172,22.200000000000003,2,2
25173,6.6,1,2
25174,18.0,2,2
25175,10.8,1,2
25176,32.4,4,0
25178,15.799999999999999,2,2
25179,16.6,2,2
25181,7.4,1,2
25182,16.200000000000003,2,2
25183,7.6,1,2
25184,41.2,5,0
25185,6.6,1,2
25186,14.5,2,2
25189,21.8,2,2
25190,26.6,3,0
25191,31.4,4,0
25192,11.4,1,2
25193,17.6,2,2
25194,9.2,1,2
25196,18.0,2,2
25197,18.8,2,2
25198,12.5,2,2
25199,27.0,3,0
25200,29.0,3,0
25203,10.2,1,2
25205,7.4,1,2
25206,7.6,1,2
25208,15.399999999999999,2,2
25209,10.2,1,2
25210,10.8,1,2
25212,24.0,3,0
25213,15.0,2,2
25216,9.2,1,2
25218,18.0,2,2
25219,18.8,2,2
25220,15.6,1,2
25221,29.2,3,0
25222,15.8,2,2
25224,9.2,1,2
25225,8.4,1,2
25227,17.0,2,2
25228,6.6,1,2
25229,7.4,1,2
25230,19.6,2,2
25231,7.2,1,2
25232,12.399999999999999,2,2
25233,18.4,2,2
25234,14.0,2,2
25236,62.0,7,1
25237,21.6,2,2
25238,46.2,5,0
25239,17.6,2,2
25240,6.6,1,2
25241,11.8,1,2
25242,17.4,2,2
25243,8.4,1,2
25244,28.8,3,0
25245,48.2,5,0
25246,16.2,2,2
25249,16.4,2,2
25250,20.4,2,2
25252,7.6,1,2
25254,14.0,2,2
25255,17.0,2,2
25256,9.2,1,2
25257,29.2,3,0
25258,10.8,1,2
25259,15.8,2,2
25260,8.8,1,2
25261,7.8,1,2
25262,18.4,2,2
25263,32.4,4,0
25264,31.200000000000003,3,0
25265,8.6,1,2
25266,35.8,4,0
25267,8.6,1,2
25269,46.2,5,0
25270,14.2,2,2
25271,6.6,1,2
25272,20.200000000000003,2,2
25273,16.6,2,2
25275,10.8,1,2
25276,22.6,3,0
25278,6.6,1,2
25279,18.0,2,2
25280,31.900000000000002,3,0
25281,6.6,1,2
25282,6.6,1,2
25284,23.8,3,0
25285,9.2,1,2
25286,29.6,3,0
25287,7.4,1,2
25289,26.4,3,0
25290,10.8,1,2
25291,9.2,1,2
25292,7.6,1,2
25293,16.4,2,2
25294,18.8,2,2
25295,8.8,1,2
25296,27.0,3,0
25297,6.6,1,2
25298,7.4,1,2
25299,6.6,1,2
25301,29.8,3,0
25302,7.6,1,2
25303,7.2,1,2
25304,8.6,1,2
25306,26.8,3,0
25307,8.8,1,2
25308,21.6,2,2
25310,16.200000000000003,2,2
25311,20.6,2,2
25312,20.0,2,2
25314,20.65,3,2
25315,7.8,1,2
25316,11.4,1,2
25317,7.4,1,2
25318,19.0,2,2
25319,21.6,2,2
25320,11.4,1,2
25321,13.0,1,2
25323,9.2,1,2
25324,7.6,1,2
25325,16.4,2,2
25326,15.0,2,2
25327,23.1,3,0
25328,7.4,1,2
25329,21.0,2,2
25330,10.8,1,2
25331,31.2,3,0
25332,22.2,3,0
25333,25.6,3,0
25335,9.2,1,2
25337,14.8,2,2
25338,18.0,2,2
25339,18.0,2,2
25340,37.4,4,0
25341,20.0,2,2
25342,10.8,1,2
25343,10.2,1,2
25344,18.8,2,2
25346,26.8,3,0
25350,13.0,1,2
25351,35.2,4,0
25352,8.8,1,2
25353,7.8,1,2
25354,19.8,2,2
25355,24.0,3,0
25357,11.4,1,2
25358,7.4,1,2
25359,7.6,1,2
25360,29.0,3,0
25361,30.4,3,0
25362,8.8,1,2
25363,16.799999999999997,2,2
25365,17.4,2,2
25366,13.0,1,2
25367,18.200000000000003,2,2
25369,17.6,2,2
25370,26.200000000000003,3,0
25372,26.6,3,0
25373,17.6,2,2
25374,44.8,5,0
25375,15.2,2,2
25377,18.0,2,2
25378,17.200000000000003,2,2
25379,24.2,3,0
25380,18.8,2,2
26000,35.6,4,0
26001,15.0,2,2
26002,24.0,3,0
26003,15.4,2,2
26004,17.6,2,2
26005,19.0,2,2
26006,25.4,3,0
26007,31.0,3,0
26008,32.8,4,0
26009,45.8,5,0
26010,35.400000000000006,4,0
26011,103.9,12,1
26012,7.6,1,2
26013,16.4,2,2
26014,36.8,4,0
26015,40.8,5,0
26016,16.799999999999997,2,2
26017,31.8,4,0
26018,64.0,7,1
26019,18.4,2,2
26020,24.6,3,0
26021,16.799999999999997,2,2
26022,16.0,2,2
26023,20.200000000000003,2,2
26024,10.2,1,2
26025,26.8,3,0
26026,70.6,8,1
26027,41.0,5,0
26028,46.4,5,0
26029,25.6,3,0
26030,50.0,6,1
26031,38.6,4,0
26032,25.0,3,0
26033,10.2,1,2
26034,38.2,4,0
26035,42.6,5,0
26036,49.6,5,0
26037,40.8,5,0
26038,28.8,3,0
26039,49.2,6,0
26040,47.0,5,0
26041,31.400000000000002,3,0
26042,48.8,6,0
26043,34.599999999999994,4,0
26044,56.2,7,1
26045,68.0,8,1
26046,51.8,6,1
26047,13.8,2,2
26048,42.0,4,0
26049,54.0,6,1
26050,52.6,6,1
26051,42.400000000000006,5,0
26052,30.200000000000003,3,0
26053,24.4,3,0
26054,18.200000000000003,2,2
26055,17.6,2,2
26056,39.6,4,0
26057,47.0,6,0
26058,18.6,2,2
26059,42.2,5,0
26060,60.0,6,1
26061,18.0,2,2
26062,22.200000000000003,2,2
26063,28.8,3,0
26064,34.8,4,0
26065,49.4,6,0
26066,26.4,3,0
26067,39.0,4,0
26068,33.2,4,0
26069,82.8,10,1
26070,39.0,4,0
26071,16.0,2,2
26072,66.4,7,1
26073,44.4,5,0
26074,49.2,5,0
26075,16.6,2,2
26076,25.2,3,0
26077,51.8,6,1
26078,15.0,2,2
26079,33.4,4,0
26080,58.8,7,1
26081,64.6,8,1
26082,70.6,8,1
26083,61.4,6,1
26084,48.2,5,0
26085,30.700000000000003,4,0
26086,52.2,6,1
26087,85.2,9,1
26088,50.4,6,1
26089,62.0,7,1
26090,23.6,3,0
26091,33.4,4,0
26092,52.599999999999994,6,1
26093,46.8,6,0
26094,25.599999999999998,3,0
26095,24.1,3,0
26096,59.6,7,1
26097,17.6,2,2
26098,70.6,8,1
26099,63.0,7,1
26100,9.2,1,2
26101,23.2,3,0
26102,46.2,5,0
26103,34.0,4,0
26104,28.2,3,0
26105,54.6,6,1
26106,46.8,5,0
26107,33.2,4,0
26108,29.8,3,0
26109,27.4,3,0
26110,40.8,5,0
26111,32.0,3,0
26112,46.0,5,0
26113,61.0,7,1
26114,27.200000000000003,3,0
26115,21.6,2,2
26116,57.4,6,1
26117,58.400000000000006,7,1
26118,61.0,7,1
26119,22.200000000000003,2,2
26120,38.2,4,0
26121,15.8,2,2
26122,38.8,4,0
26123,22.6,3,0
26124,59.2,7,1
26125,15.0,2,2
26126,41.2,5,0
26127,48.1,6,0
26128,20.6,2,2
26129,47.8,6,0
26130,46.199999999999996,6,0
26131,60.4,7,1
26132,33.3,4,0
26133,53.0,6,1
26134,24.4,3,0
26135,16.0,2,2
26136,40.0,5,0
26137,47.2,5,0
26138,64.4,8,1
26139,42.6,5,0
26140,58.0,7,1
26141,35.0,4,0
26142,22.2,3,0
26143,36.4,4,0
26144,45.9,6,0
26145,35.6,5,0
26146,51.0,6,1
26147,24.8,3,0
26148,10.8,1,2
26149,32.6,4,0
26150,16.5,2,2
26151,69.4,8,1
26152,55.400000000000006,6,1
26153,22.2,2,2
26154,39.6,4,0
26155,68.0,7,1
26156,25.8,3,0
26157,31.4,3,0
26158,35.8,4,0
26159,75.4,9,1
26160,22.200000000000003,2,2
26161,49.8,6,1
26162,14.0,2,2
26163,48.0,6,0
26164,33.4,4,0
26165,34.6,4,0
26166,26.8,3,0
26167,50.4,6,1
26168,33.8,4,0
26169,22.200000000000003,2,2
26170,69.2,8,1
26171,73.2,8,1
26172,28.4,3,0
26173,38.0,4,0
26174,33.4,4,0
26175,50.8,6,1
26176,49.6,6,1
26177,29.4,3,0
26178,40.4,4,0
26179,18.200000000000003,2,2
26180,44.0,5,0
26181,40.2,4,0
26182,25.8,3,0
26183,16.2,2,2
26184,32.3,4,0
26185,47.3,4,0
26186,84.0,9,1
26187,68.8,8,1
26188,35.6,4,0
26189,70.2,7,1
26190,35.0,4,0
26191,42.599999999999994,5,0
26192,22.5,3,0
26193,44.0,5,0
26194,22.200000000000003,2,2
26195,64.2,7,1
26196,43.0,5,0
26197,51.4,6,1
26198,25.4,3,0
26199,44.0,5,0
26200,42.0,5,0
26201,25.4,3,0
26202,36.0,4,0
26203,30.799999999999997,4,0
26204,84.60000000000001,9,1
26205,23.2,3,0
26206,27.599999999999998,3,0
26207,31.6,3,0
26208,50.2,6,1
26209,35.2,4,0
26210,44.0,6,0
26211,21.6,3,2
26212,66.2,7,1
26213,26.700000000000003,3,0
26214,7.4,1,2
26215,30.200000000000003,3,0
26216,18.4,2,2
26217,31.200000000000003,4,0
26218,38.0,5,0
26219,46.6,5,0
26220,57.6,6,1
26221,61.6,7,1
26222,32.2,3,0
26223,30.0,4,0
26224,31.4,4,0
26225,48.6,5,0
26226,37.2,5,0
26227,51.599999999999994,6,1
26228,28.799999999999997,3,0
26229,34.6,4,0
26230,34.0,4,0
26231,49.6,4,0
26232,39.2,4,0
26233,9.2,1,2
26234,38.8,5,0
26235,33.0,4,0
26236,43.2,5,0
26237,28.2,3,0
26238,36.8,4,0
26239,69.2,8,1
26240,54.400000000000006,6,1
26241,37.4,4,0
26242,58.8,7,1
26243,46.6,5,0
26244,61.6,5,1
26245,38.4,4,0
26246,54.0,6,1
26248,16.200000000000003,2,2
26249,55.4,6,1
26250,17.799999999999997,2,2
26251,31.799999999999997,4,0
26252,36.0,4,0
26253,34.400000000000006,4,0
26254,59.800000000000004,7,1
26255,10.8,1,2
26256,32.4,3,0
26257,53.2,6,1
26258,12.8,2,2
26259,25.6,3,0
26260,50.6,6,1
26261,60.4,6,1
26262,21.0,2,2
26263,41.800000000000004,5,0
26264,47.8,5,0
26265,20.6,2,2
26266,52.6,5,0
26267,40.0,5,0
26268,15.8,2,2
26269,38.6,4,0
26270,41.0,5,0
26271,50.2,6,1
26272,46.6,5,0
26273,49.0,6,0
26274,26.0,3,0
26275,64.2,8,1
26276,19.0,2,2
26277,41.6,4,0
26278,62.2,7,1
26279,17.0,2,2
26280,39.0,5,0
26281,15.0,2,2
26282,59.2,6,1
26283,39.2,4,0
26284,7.2,1,2
26285,52.6,6,1
26286,38.2,5,0
26287,68.2,7,1
26288,35.0,4,0
26289,26.4,3,0
26290,39.8,5,0
26291,52.6,6,1
26292,24.2,3,0
26293,18.0,2,2
26294,7.4,1,2
26295,42.8,5,0
26296,42.2,4,0
26297,36.0,4,0
26298,14.8,2,2
26299,46.8,6,0
26300,12.0,2,2
26301,22.200000000000003,2,2
26302,46.599999999999994,5,0
26304,18.4,2,2
26305,10.8,1,2
26306,6.6,1,2
26307,41.8,4,0
26308,47.2,5,0
26309,34.6,4,0
26310,26.2,3,0
26311,45.6,5,0
26312,25.0,3,0
26313,45.8,5,0
26314,27.6,3,0
26315,16.6,2,2
26316,48.2,6,0
26317,55.0,6,1
26318,17.4,2,2
26319,53.4,6,1
26320,29.8,3,0
26321,64.4,7,1
26322,16.200000000000003,2,2
26323,52.0,6,1
26324,9.2,1,2
26325,60.5,7,1
26326,42.4,5,0
26327,45.599999999999994,5,0
26328,26.2,3,0
26329,22.200000000000003,2,2
26330,49.2,6,0
26331,6.6,1,2
26332,23.2,3,0
26333,52.2,5,0
26334,6.6,1,2
26335,43.4,5,0
26336,40.599999999999994,4,0
26337,6.6,1,2
26338,16.4,2,2
26339,24.2,3,0
26340,30.5,5,0
26341,30.4,4,0
26342,79.8,9,1
26343,25.0,3,0
26344,62.4,7,1
26345,34.0,4,0
26346,19.6,2,2
26347,59.599999999999994,7,1
26348,56.2,7,1
26349,18.200000000000003,2,2
26350,50.199999999999996,6,1
26352,30.8,4,0
26353,16.6,2,2
26354,18.4,2,2
26355,28.8,3,0
26356,52.8,6,1
26357,53.5,6,1
26358,38.4,4,0
26359,46.6,5,0
26360,71.6,8,1
26361,76.9,10,1
26362,21.6,2,2
26363,10.8,1,2
26364,77.60000000000001,8,1
26365,34.6,4,0
26366,69.2,8,1
26367,78.6,8,1
26368,58.6,7,1
26369,15.8,2,2
26370,19.0,2,2
26371,86.2,9,1
26372,61.6,7,1
26373,58.0,6,1
26374,20.6,2,2
26375,30.6,4,0
26376,44.6,5,0
26377,15.2,2,2
26378,16.799999999999997,2,2
26379,62.4,6,1
27001,20.6,2,2
27002,7.4,1,2
27003,25.4,3,0
27004,47.6,5,0
27006,10.8,1,2
27007,36.6,4,0
27008,22.8,2,2
27009,33.4,3,0
27010,10.8,1,2
27011,4.4,1,2
27012,7.8,1,2
27013,18.4,2,2
27015,23.6,3,0
27016,10.2,1,2
27019,12.2,2,2
27020,12.5,2,2
27021,18.8,2,2
27022,18.0,2,2
27023,25.4,3,0
27024,10.2,1,2
27025,8.6,1,2
27026,10.8,1,2
27029,11.4,1,2
27030,8.4,1,2
27031,23.0,3,0
27033,7.4,1,2
27035,42.8,3,0
27036,18.200000000000003,2,2
27037,12.0,2,2
27038,18.0,2,2
27039,18.0,2,2
27040,3.8,1,2
27041,67.2,7,1
27042,8.8,1,2
27043,9.2,1,2
27044,22.4,3,0
27045,8.8,1,2
27046,8.4,1,2
27047,7.4,1,2
27048,8.8,1,2
27049,18.200000000000003,2,2
27050,7.4,1,2
27051,10.2,1,2
27052,18.0,2,2
27053,16.4,2,2
27055,22.6,3,0
27057,10.2,1,2
27058,10.2,1,2
27059,8.4,1,2
27060,22.6,2,2
27061,3.3,1,2
27062,7.4,1,2
27063,32.1,4,0
27064,7.6,1,2
27065,3.7,1,2
27066,9.2,1,2
27067,17.6,2,2
27068,18.4,2,2
27069,25.6,3,0
27070,17.4,2,2
27071,28.2,3,0
27072,36.7,4,0
27073,20.0,2,2
27076,5.9,1,2
27078,4.6,1,2
27080,9.2,1,2
27082,20.0,2,2
27083,3.8,1,2
27084,8.8,1,2
27085,11.4,1,2
27087,8.8,1,2
27088,7.4,1,2
27090,8.8,1,2
27091,27.6,3,0
27092,12.100000000000001,2,2
27093,35.2,4,0
27094,9.2,1,2
27095,8.4,1,2
27096,5.9,1,2
27097,10.8,1,2
27099,36.2,4,0
27100,11.4,1,2
27101,7.4,1,2
27102,41.4,5,0
27103,8.8,1,2
27104,16.6,2,2
27105,26.4,3,0
27106,20.4,2,2
27107,10.8,1,2
27108,15.799999999999999,2,2
27109,18.200000000000003,2,2
27110,14.2,2,2
27111,25.6,3,0
27112,40.4,4,0
27113,7.6,1,2
27114,7.6,1,2
27116,41.2,5,0
27119,16.4,2,2
27120,22.4,3,0
27121,28.6,3,0
27123,7.6,1,2
27124,36.6,4,0
27125,36.3,4,0
27126,16.6,2,2
27128,9.2,1,2
27129,8.6,1,2
27130,13.0,1,2
27131,15.0,2,2
27132,38.8,4,0
27133,24.4,3,0
27134,3.3,1,2
27135,10.2,1,2
27136,4.2,1,2
27137,15.8,2,2
27138,9.2,1,2
27139,20.6,2,2
27140,32.2,4,0
27141,6.6,1,2
27142,10.8,1,2
27143,11.8,1,2
27144,21.6,2,2
27145,11.8,1,2
27147,8.4,1,2
27148,7.2,1,2
27149,11.4,1,2
27150,8.8,1,2
27151,8.4,1,2
27152,9.2,1,2
27153,15.799999999999999,2,2
27154,36.2,4,0
27156,9.2,1,2
27157,15.2,2,2
27158,5.7,1,2
27159,25.6,3,0
27160,8.4,1,2
27161,15.0,2,2
27162,31.6,4,0
27163,19.0,3,2
27165,19.4,2,2
27166,37.2,4,0
27167,16.200000000000003,2,2
27168,15.0,2,2
27170,24.599999999999998,3,0
27173,7.8,1,2
27174,7.4,1,2
27175,14.0,2,2
27176,11.8,1,2
27177,7.4,1,2
27178,10.8,1,2
27179,22.8,1,2
27180,10.2,1,2
27181,34.8,4,0
27182,3.6,1,2
27185,13.0,1,2
27186,23.6,3,0
27187,10.2,1,2
27189,20.400000000000002,3,2
27190,10.2,1,2
27191,11.8,1,2
27195,9.2,1,2
27197,14.8,2,2
27200,11.100000000000001,2,2
27201,13.8,2,2
27202,15.8,2,2
27203,13.2,2,2
27204,27.2,3,0
27205,11.4,1,2
27206,10.2,1,2
27208,30.4,3,0
27209,11.4,1,2
27210,10.8,1,2
27211,7.4,1,2
27212,32.8,4,0
27213,18.6,2,2
27215,14.2,2,2
27216,20.5,3,2
27218,27.8,3,0
27219,27.400000000000002,3,0
27221,11.4,1,2
27222,21.0,2,2
27223,7.4,1,2
27224,25.4,3,0
27225,34.2,4,0
27226,18.4,2,2
27228,14.0,2,2
27229,7.6,1,2
27230,24.2,3,0
27231,9.2,1,2
27232,8.8,1,2
27234,8.8,1,2
27236,28.0,3,0
27237,8.8,1,2
27238,21.0,2,2
27239,17.6,2,2
27240,6.6,1,2
27241,7.6,1,2
27242,27.6,3,0
27243,10.8,1,2
27244,38.6,4,0
27246,18.200000000000003,2,2
27247,29.4,3,0
27248,4.2,1,2
27249,14.0,2,2
27250,10.8,1,2
27251,26.799999999999997,3,0
27253,9.2,1,2
27254,7.2,1,2
27255,32.6,4,0
27257,10.8,1,2
27258,25.799999999999997,3,0
27260,26.4,3,0
27261,20.6,2,2
27262,13.2,2,2
27263,9.2,1,2
27264,16.2,2,2
27267,9.2,1,2
27268,7.6,1,2
27272,9.2,1,2
27273,11.4,1,2
27274,18.0,2,2
27275,4.4,1,2
27276,35.8,4,0
27278,9.2,1,2
27279,21.6,2,2
27280,11.4,1,2
27281,24.4,3,0
27282,13.8,2,2
27283,8.8,1,2
27284,35.800000000000004,4,0
27287,7.6,1,2
27288,14.8,2,2
27289,6.6,1,2
27290,21.8,2,2
27291,10.8,1,2
27292,8.8,1,2
27296,7.4,1,2
27297,25.6,3,0
27298,15.2,2,2
27299,13.2,2,2
27300,35.2,4,0
27301,16.799999999999997,2,2
27302,11.4,1,2
27303,9.2,1,2
27304,17.200000000000003,2,2
27305,9.2,1,2
27306,8.8,1,2
27307,36.4,3,0
27308,7.6,1,2
27311,7.2,1,2
27312,8.8,1,2
27313,7.6,1,2
27314,6.6,1,2
27315,36.6,4,0
27316,16.2,2,2
27318,9.2,1,2
27319,7.6,1,2
27320,9.2,1,2
27322,8.8,1,2
27324,31.4,3,0
27325,10.8,1,2
27327,9.2,1,2
27328,7.4,1,2
27329,13.0,1,2
27330,11.4,1,2
27331,29.0,3,0
27332,22.0,3,0
27334,23.0,3,0
27335,8.8,1,2
27336,15.8,2,2
27338,17.6,2,2
27339,9.2,1,2
27340,10.8,1,2
27341,25.0,3,0
27342,11.8,1,2
27343,6.6,1,2
27344,16.200000000000003,2,2
27345,19.200000000000003,2,2
27346,9.2,1,2
27347,7.2,1,2
27348,10.8,1,2
27349,18.4,2,2
27350,10.2,1,2
